,0
nmme0-tmp2m-34w__cancm30,10.801681961174662
nmme0-tmp2m-34w__cancm40,12.726739102663053
nmme0-tmp2m-34w__ccsm30,10.099322984991662
nmme0-tmp2m-34w__ccsm40,11.638228800161816
nmme0-tmp2m-34w__cfsv20,10.73388604704392
nmme0-tmp2m-34w__gfdlflora0,11.772645834553169
nmme0-tmp2m-34w__gfdlflorb0,11.694567486572947
nmme0-tmp2m-34w__gfdl0,11.03719189639479
nmme0-tmp2m-34w__nasa0,12.226311273400864
nmme0-tmp2m-34w__nmme0mean,11.483127079263523
nmme-tmp2m-56w__cancm3,10.376911538482013
nmme-tmp2m-56w__cancm4,12.651691542420968
nmme-tmp2m-56w__ccsm3,9.663224126702676
nmme-tmp2m-56w__ccsm4,11.931657582225723
nmme-tmp2m-56w__cfsv2,10.422056454832408
nmme-tmp2m-56w__gfdl,10.898742993713638
nmme-tmp2m-56w__gfdlflora,10.819884572596571
nmme-tmp2m-56w__gfdlflorb,10.793525605880756
nmme-tmp2m-56w__nasa,12.025166713685746
nmme-tmp2m-56w__nmmemean,11.087483485657406
nmme-prate-34w__cancm3,24.773078507667655
nmme-prate-34w__cancm4,21.62273494014383
nmme-prate-34w__ccsm3,31.261546965089536
nmme-prate-34w__ccsm4,29.492810871520813
nmme-prate-34w__cfsv2,31.44585861274199
nmme-prate-34w__gfdl,28.08547184976606
nmme-prate-34w__gfdlflora,25.736902276610582
nmme-prate-34w__gfdlflorb,26.022777417002455
nmme-prate-34w__nasa,22.892875571547957
nmme-prate-34w__nmmemean,26.782739171860943
nmme0-prate-56w__cancm30,24.280239584386823
nmme0-prate-56w__cancm40,20.24307265246158
nmme0-prate-56w__ccsm30,29.623992745969982
nmme0-prate-56w__ccsm40,28.5622038463381
nmme0-prate-56w__cfsv20,31.234375941490523
nmme0-prate-56w__gfdlflora0,23.66908610878973
nmme0-prate-56w__gfdlflorb0,23.871718662670933
nmme0-prate-56w__gfdl0,26.732080008729582
nmme0-prate-56w__nasa0,22.04457304901872
nmme0-prate-56w__nmme0mean,25.526852214598623
nmme0-prate-34w__cancm30,24.2505597843155
nmme0-prate-34w__cancm40,20.253346037356216
nmme0-prate-34w__ccsm30,29.652606225680934
nmme0-prate-34w__ccsm40,28.51688833057429
nmme0-prate-34w__cfsv20,31.197654351216556
nmme0-prate-34w__gfdlflora0,23.639439284174443
nmme0-prate-34w__gfdlflorb0,23.834869322446202
nmme0-prate-34w__gfdl0,26.71507587814784
nmme0-prate-34w__nasa0,22.038804659679453
nmme0-prate-34w__nmme0mean,25.508711934506856
nmme-prate-56w__cancm3,25.39209752111866
nmme-prate-56w__cancm4,22.054805527314535
nmme-prate-56w__ccsm3,32.00762760839941
nmme-prate-56w__ccsm4,29.87851674322792
nmme-prate-56w__cfsv2,31.82742849994943
nmme-prate-56w__gfdl,28.32242136724385
nmme-prate-56w__gfdlflora,26.488800614264346
nmme-prate-56w__gfdlflorb,26.97300920331937
nmme-prate-56w__nasa,23.12621876114485
nmme-prate-56w__nmmemean,27.30603520043435
nmme-tmp2m-34w__cancm3,10.531808619927927
nmme-tmp2m-34w__cancm4,12.75267111839759
nmme-tmp2m-34w__ccsm3,9.820987313213221
nmme-tmp2m-34w__ccsm4,11.87928385506768
nmme-tmp2m-34w__cfsv2,10.485333879819233
nmme-tmp2m-34w__gfdl,10.97964634555297
nmme-tmp2m-34w__gfdlflora,11.03127316133222
nmme-tmp2m-34w__gfdlflorb,10.989375781803085
nmme-tmp2m-34w__nasa,12.118860736584923
nmme-tmp2m-34w__nmmemean,11.201424624867593
nmme0mean,11.475744489452644
